,компания,сектор,год,тип отчета,ссылка на отчет,E_Общие,E_Биоразнообразие,E_Вода,E_Газ,E_Климат,E_Отходы,E_Экологический менеджмент,E_Энергия,S_Безопасность и охрана здоровья,S_Безопасность продукта,S_Благотворительность,S_Инвестиции и капитальные вложения,S_Налоги,S_Обучение и развитие,S_Оплата труда,S_Отношения с потребителями,S_Отношения с работниками,S_Охрана здоровья,S_Профсоюзы и коллективные договоры,S_Трудовые отношения,G_Антикоррупция,G_Дивиденды и акционеры,G_Инновации,G_Лидерство,G_Отчетность и прозрачность,G_Управление рисками,G_Эффективность и производительность
87,MAYKOR,Телекоммуникационная и связь,2017,СО,/download/7cc0fa10ffd46bd826efbfa13f97d7e5/,0.03,0.04,0.0,0.01,0.03,0.01,0.03,0.03,0.06,0.02,0.04,0.08,0.05,0.02,0.06,0.07,0.06,0.0,0.05,0.07,0.04,0.05,0.02,0.07,0.07,0.04,0.08
88,MAYKOR,Телекоммуникационная и связь,2016,СО,/download/8f8a67466323e1ba5b7e896b97cf32b3/,0.03,0.05,0.0,0.0,0.03,0.01,0.03,0.03,0.06,0.02,0.06,0.09,0.05,0.03,0.04,0.06,0.04,0.0,0.04,0.06,0.04,0.04,0.01,0.07,0.07,0.04,0.07
89,MAYKOR,Телекоммуникационная и связь,2015,СО,/download/11dafe6d105bc4c42a7f4b493752cbf9/,0.04,0.04,0.0,0.01,0.02,0.01,0.05,0.03,0.07,0.02,0.06,0.07,0.02,0.05,0.05,0.06,0.05,0.01,0.05,0.08,0.04,0.04,0.02,0.05,0.06,0.05,0.05
90,MAYKOR,Телекоммуникационная и связь,2014,СО,/download/31063f1716b05818f7f9f03d35985504/,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02,0.01,0.03,0.01,0.0,0.01,0.03,0.03,0.03,0.0,0.02,0.03,0.02,0.0,0.0,0.01,0.02,0.02,0.0
91,Компания Nordgold ,Металлургическая и горнодобывающая,2012,ОУР,/download/b7a5739ed89efd636367c297e8a313ff/,0.05,0.03,0.02,0.01,0.05,0.03,0.04,0.03,0.06,0.03,0.03,0.04,0.01,0.01,0.04,0.04,0.04,0.01,0.03,0.06,0.05,0.03,0.01,0.04,0.05,0.05,0.05
93,PwC в России,"Прочие виды производства, услуг",2018,ОУР,/download/8151d83d8d5b77ef7efde3379fa409a1/,0.03,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.03,0.0,0.07,0.04,0.04,0.06,0.07,0.02,0.06,0.01,0.03,0.06,0.03,0.05,0.01,0.04,0.05,0.03,0.05
94,PwC в России,"Прочие виды производства, услуг",2017,СО,/download/1eb5a8e147f2c93fb1e0841ad9ad4499/,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.0,0.07,0.04,0.04,0.05,0.07,0.02,0.06,0.01,0.03,0.05,0.03,0.05,0.01,0.04,0.04,0.03,0.04
95,PwC в России,"Прочие виды производства, услуг",2016,СО,/download/1ea9442bd938c0311fbdd588d0c74bc5/,0.03,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.03,0.0,0.06,0.05,0.04,0.05,0.06,0.03,0.07,0.01,0.04,0.06,0.03,0.04,0.01,0.05,0.06,0.03,0.05
96,PwC в России,"Прочие виды производства, услуг",2015,СО,/download/f4995c3472fbf256ce8aed2ee346b9d0/,0.03,0.01,0.0,0.0,0.02,0.02,0.01,0.02,0.04,0.0,0.05,0.05,0.02,0.03,0.06,0.04,0.08,0.01,0.04,0.07,0.04,0.03,0.01,0.05,0.06,0.03,0.05
98,PwC в России,"Прочие виды производства, услуг",2013,ОУР,/download/964915742faa6b30ee9866f3285d47cd/,0.03,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.04,0.01,0.05,0.05,0.02,0.02,0.03,0.04,0.04,0.0,0.03,0.06,0.04,0.04,0.01,0.06,0.05,0.04,0.05
99,PwC в России,"Прочие виды производства, услуг",2012,ОУР,/download/405195a5b2da76d407caf012ed0375b7/,0.03,0.02,0.0,0.0,0.02,0.02,0.01,0.02,0.04,0.0,0.04,0.04,0.01,0.02,0.03,0.04,0.04,0.0,0.04,0.05,0.04,0.04,0.01,0.06,0.05,0.04,0.04
100,PwC в России,"Прочие виды производства, услуг",2011,ОУР,/download/86d1718826c89dc5c41cb1b45065e9c0/,0.03,0.02,0.0,0.0,0.02,0.01,0.01,0.02,0.04,0.0,0.05,0.04,0.01,0.02,0.03,0.03,0.04,0.0,0.04,0.05,0.04,0.04,0.01,0.06,0.05,0.04,0.04
101,PwC в России,"Прочие виды производства, услуг",2010,ОУР,/download/5601a896230ac7de5466998efebc7436/,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.02,0.03,0.0,0.05,0.04,0.01,0.03,0.03,0.04,0.04,0.0,0.03,0.05,0.04,0.03,0.01,0.06,0.05,0.04,0.04
102,PwC в России,"Прочие виды производства, услуг",2009,ОУР,/download/015ecbfed2f3e8427ff2c2bb05a34723/,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.03,0.03,0.01,0.02,0.02,0.03,0.04,0.0,0.03,0.04,0.04,0.03,0.01,0.04,0.05,0.03,0.03
103,Segezha Group,"Деревообрабатывающая, целлюлозно-бумажная",2021,ИО,/download/92fa902ee113a306bcfb7538e8db4c86/,0.04,0.01,0.0,0.0,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.05,0.02,0.01,0.03,0.03,0.02,0.01,0.02,0.04,0.02,0.06,0.02,0.07,0.05,0.03,0.06
104,Segezha Group,"Деревообрабатывающая, целлюлозно-бумажная",2020,ИО,/download/2c63bd132ad34235970e2e4563591e36/,0.04,0.01,0.0,0.0,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.05,0.02,0.05,0.02,0.07,0.05,0.03,0.06
105,Segezha Group,"Деревообрабатывающая, целлюлозно-бумажная",2019,ИО,/download/743cc29d119721a7e306a8397406fe98/,0.05,0.02,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.04,0.02,0.01,0.03,0.04,0.02,0.0,0.02,0.03,0.02,0.04,0.01,0.04,0.04,0.03,0.05
106,Segezha Group,"Деревообрабатывающая, целлюлозно-бумажная",2018,ИО,/download/12127aa2249c17f6605314796c16c464/,0.05,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.01,0.02,0.04,0.02,0.0,0.01,0.03,0.02,0.03,0.01,0.04,0.04,0.03,0.05
107,Segezha Group,"Деревообрабатывающая, целлюлозно-бумажная",2017,ИО,/download/8b28bfae45481c5a3740dcaad9459b27/,0.05,0.01,0.0,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.01,0.03,0.03,0.02,0.0,0.01,0.03,0.02,0.04,0.01,0.04,0.04,0.03,0.06
108,Segezha Group,"Деревообрабатывающая, целлюлозно-бумажная","2017, 2016",ОУР,/download/ed1b7801a2fbd5f5a2129d7d0cef874f/,0.08,0.03,0.01,0.01,0.04,0.03,0.04,0.03,0.05,0.01,0.03,0.04,0.02,0.01,0.04,0.04,0.03,0.0,0.03,0.05,0.04,0.04,0.01,0.05,0.05,0.04,0.06
109,Segezha Group,"Деревообрабатывающая, целлюлозно-бумажная","2015, 2014",ОУР,/download/1c895c09e6326026a1ea749373a94c05/,0.06,0.02,0.0,0.0,0.03,0.02,0.03,0.02,0.04,0.02,0.03,0.04,0.02,0.01,0.03,0.03,0.02,0.0,0.03,0.04,0.03,0.03,0.01,0.05,0.04,0.03,0.04
110,X5 Retail Group,Ритейл,2021,ОУР,/download/2aced8db985b22e577a15404ff4b929e/,0.03,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.01,0.01,0.03,0.06,0.03,0.02,0.03,0.04,0.03,0.02,0.01,0.03,0.04,0.03,0.04
111,X5 Group,Торговля,2021,ОУР,/download/6971c1e3892a32eff822bf41a56dbe67/,0.03,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.01,0.01,0.03,0.06,0.03,0.02,0.03,0.04,0.03,0.02,0.01,0.03,0.04,0.03,0.04
112,X5 Retail Group,Ритейл,2020,ОУР,/download/75ba632e9ca18922a36d6998f804b63b/,0.03,0.01,0.01,0.01,0.03,0.03,0.03,0.02,0.05,0.02,0.02,0.04,0.01,0.01,0.03,0.07,0.03,0.02,0.03,0.05,0.03,0.02,0.01,0.04,0.04,0.03,0.04
113,X5 Group,Торговля,2020,ОУР,/download/5a93504f4777f92c5a396a82382042d5/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,X5 Retail Group,Ритейл,2020,ИО,/download/9c900faf1a246cbf54ac1b595eea6e51/,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02
115,X5 Retail Group,Ритейл,2019,ИО,/download/de698c8c5e809dd0f44fa7b9a229eaed/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.02,0.03,0.01,0.02,0.05,0.02,0.01,0.03,0.07,0.03,0.0,0.02,0.04,0.02,0.03,0.01,0.05,0.04,0.03,0.05
116,X5 Retail Group,Ритейл,2019,ОУР,/download/98157a431e7a871be38c80c29ef001b4/,0.02,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.04,0.01,0.01,0.04,0.05,0.04,0.01,0.02,0.05,0.03,0.03,0.01,0.06,0.04,0.03,0.04
117,X5 Retail Group,Ритейл,2018,ОУР,/download/8c92fd8692cf12cd5f16a95d6b5403df/,0.02,0.01,0.0,0.0,0.02,0.01,0.02,0.02,0.04,0.02,0.03,0.04,0.02,0.01,0.05,0.05,0.04,0.0,0.03,0.06,0.03,0.04,0.01,0.07,0.05,0.04,0.05
118,АК «АЛРОСА»,Металлургическая и горнодобывающая,2021,ОУР,/download/c8ad7172562af493b904652670c58d2c/,0.02,0.02,0.01,0.0,0.02,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02
119,АК «АЛРОСА»,Металлургическая и горнодобывающая,2020,ИО,/download/6c080227652ab0f0156d9dedb2913633/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.03,0.01,0.06,0.01,0.05,0.03,0.02,0.03
120,АК «АЛРОСА»,Металлургическая и горнодобывающая,2020,ОУР,/download/1ab16bcce66fb1e09f7b1732acf4b298/,0.02,0.02,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02
121,АК «АЛРОСА»,Металлургическая и горнодобывающая,2019,ИО,/download/42bbab989e022815612f242a55671e6d/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.0,0.01,0.02,0.01,0.06,0.01,0.04,0.03,0.02,0.03
122,АК «АЛРОСА»,Металлургическая и горнодобывающая,2019,ОУР,/download/98fdd6791561fd097c644376ab375be3/,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.03,0.02,0.04,0.01,0.03,0.02,0.02,0.02
123,АК «АЛРОСА»,Металлургическая и горнодобывающая,2018,ИО,/download/6a8bb0dbdbafc91038041db473aaa9c4/,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.04,0.01,0.04,0.03,0.02,0.03
124,АК «АЛРОСА»,Металлургическая и горнодобывающая,2018,СО,/download/52f2ed9345887c0f911de1f42941da64/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.03,0.02,0.04,0.01,0.03,0.02,0.02,0.02
125,АК «АЛРОСА»,Металлургическая и горнодобывающая,2017,СО,/download/31d42474727b511d6489cafb8daa3452/,0.02,0.02,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.03,0.02,0.05,0.01,0.03,0.02,0.02,0.02
126,АК «АЛРОСА»,Металлургическая и горнодобывающая,2016,СО,/download/51579eb252efe1da145a31c6b5fdf89b/,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.02,0.03,0.01,0.06,0.01,0.03,0.02,0.02,0.02
127,АК «АЛРОСА»,Металлургическая и горнодобывающая,2015,СО,/download/a3edca2fe7f10fc40964ae4a9b64acd2/,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.03,0.02,0.05,0.01,0.03,0.02,0.02,0.03
128,АК «АЛРОСА»,Металлургическая и горнодобывающая,2014,СО,/download/cecdfba9235aabe8d96dbafafa534547/,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.0,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.03,0.01,0.02,0.01,0.02,0.02
129,АК «АЛРОСА»,Металлургическая и горнодобывающая,2013,СО,/download/b60dad09441ee775888a97e58fa5ed32/,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.0,0.02,0.04,0.02,0.05,0.01,0.03,0.02,0.02,0.03
132,АКБ «АК БАРС»,Финансы и страхование,2021,ОУР,/download/7e0d2d316d918003076669c0929f7cf1/,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.02,0.05,0.01,0.03,0.03,0.05,0.03
133,АКБ «АК БАРС»,Финансы и страхование,2020,ОУР,/download/494f8ba35615fccee06a7a7dd83495f9/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,АКБ «АК БАРС»,Финансы и страхование,2007,СО,/download/f15845312abb52a1491ba2b12d157904/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.03,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.01,0.04,0.01,0.02,0.02,0.04,0.02
135,АО «Коммерческая недвижимость ФПК «Гарант-Инвест»,Строительство,2021,ОУР,/download/5fb07c55f4543a0fa999b381789ab654/,0.02,0.01,0.01,0.0,0.02,0.01,0.01,0.03,0.03,0.01,0.03,0.07,0.01,0.01,0.02,0.04,0.02,0.0,0.01,0.03,0.02,0.06,0.02,0.04,0.04,0.06,0.05
136,АО «Коммерческая недвижимость ФПК «Гарант-Инвест»,Строительство,2020,ОУР,/download/09cfd22d7806ca3607dfe3b68d145cf0/,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.06,0.01,0.01,0.02,0.04,0.01,0.0,0.02,0.03,0.02,0.05,0.02,0.03,0.04,0.06,0.05
137,АО «АТОМПРОЕКТ» (ОАО «СПбАЭП»),Энергетика,2017,ИО,/download/374855727aa2db922f75266ad30f07da/,0.02,0.01,0.01,0.0,0.04,0.01,0.01,0.05,0.05,0.01,0.04,0.05,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.02,0.05,0.04,0.03,0.03
138,АО «АТОМПРОЕКТ» (ОАО «СПбАЭП»),Энергетика,2015,ИО,/download/0aa70c44642ad0aad6032ca3b6f97d27/,0.02,0.01,0.01,0.0,0.14,0.01,0.03,0.11,0.11,0.02,0.02,0.11,0.02,0.01,0.03,0.03,0.03,0.01,0.03,0.04,0.03,0.04,0.02,0.05,0.05,0.04,0.05
139,АО «АТОМПРОЕКТ» (ОАО «СПбАЭП»),Энергетика,2014,ИО,/download/3878ff4b59cb215906c386851685ce93/,0.03,0.01,0.01,0.01,0.12,0.01,0.03,0.1,0.1,0.02,0.02,0.1,0.01,0.01,0.03,0.03,0.02,0.01,0.02,0.04,0.03,0.04,0.02,0.05,0.05,0.04,0.04
141,АО «АТОМПРОЕКТ» (ОАО «СПбАЭП»),Энергетика,2012,ИО,/download/228e05ff4fcddc855215d8e2936f47cc/,0.03,0.01,0.01,0.0,0.02,0.01,0.02,0.04,0.03,0.02,0.02,0.04,0.01,0.01,0.02,0.03,0.02,0.0,0.02,0.04,0.02,0.04,0.01,0.05,0.05,0.04,0.04
145,ПАО «АЭРОФЛОТ»,"Транспорт, дорожное строительство и логистические услуги ",2021,ИО,/download/4883d1898156567506369a688a3722c1/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.02,0.02,0.02,0.01,0.01,0.03,0.01,0.02,0.0,0.03,0.01,0.01,0.02
146,ПАО «АЭРОФЛОТ»,"Транспорт, дорожное строительство и логистические услуги ",2021,ОУР,/download/632bb275b88b0758a79a8545fb8c0a54/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.02,0.01,0.01,0.03,0.01,0.02,0.0,0.03,0.01,0.01,0.02
147,ПАО «АЭРОФЛОТ»,"Транспорт, дорожное строительство и логистические услуги ",2020,ИО,/download/23511f30e668bf961b601e7392ddf55b/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.02,0.01,0.04,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.04,0.02,0.04,0.01,0.05,0.03,0.03,0.04
148,ПАО «АЭРОФЛОТ»,"Транспорт, дорожное строительство и логистические услуги ",2019,ИО,/download/988ba545583add4d73ac8bd59daed07f/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.03,0.02,0.02,0.05,0.02,0.01,0.02,0.03,0.02,0.0,0.01,0.04,0.02,0.06,0.01,0.07,0.04,0.03,0.04
149,ПАО «АЭРОФЛОТ»,"Транспорт, дорожное строительство и логистические услуги ",2018,ИО,/download/80efe081bf02ac2f21f81ae04652ca84/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.02,0.02,0.02,0.01,0.04,0.02,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.02,0.05,0.01,0.06,0.04,0.03,0.04
150,ПАО «АЭРОФЛОТ»,"Транспорт, дорожное строительство и логистические услуги ",2017,ИО,/download/99883d279f3de5d9a07e9e3d4195590b/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.02,0.01,0.04,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.03,0.01,0.04,0.01,0.05,0.03,0.02,0.03
151,ПАО «АЭРОФЛОТ»,"Транспорт, дорожное строительство и логистические услуги ","2007, 2006",СО,/download/d94371bbc284f430ed20cf220cad4ab9/,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.0,0.03,0.02,0.01,0.03
152,ОАО Авиакомпания «Трансаэро»,"Транспорт, дорожное строительство и логистические услуги ","2009, 2008",ОУР,/download/96560566ea9c7d0d4eb53569c95de80f/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.01,0.01,0.0,0.0,0.02,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.0,0.03,0.02,0.01,0.02
153,ОАО Авиакомпания «Трансаэро»,"Транспорт, дорожное строительство и логистические услуги ","2007, 2006",ОУР,/download/e5c956d72c27a8d5afd2c5da07793603/,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.02,0.02,0.02,0.01,0.01,0.03,0.01,0.01,0.0,0.04,0.02,0.01,0.02
154,«Агентство социальной информации»,Некоммерческие организации,2021,СО,/download/c97deac96aae2713f7a1dfdb14b02370/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,«Агентство социальной информации»,Некоммерческие организации,2020,СО,/download/2033b3c493c9195747782fb3175a4aa5/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,«Агентство социальной информации»,Некоммерческие организации,2019,СО,/download/b2ef9b2567ca2a25acc59ea1721f1f27/,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.04,0.02,0.01,0.01,0.02,0.01,0.02,0.0,0.01,0.02,0.01,0.02,0.0,0.01,0.05,0.01,0.02
157,«Агентство социальной информации»,Некоммерческие организации,2018,СО,/download/ffef5c47b1e52e98977fc321d9a18e35/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.05,0.01,0.01
158,«Агентство социальной информации»,Некоммерческие организации,2017,СО,/download/8611f2489c2daa0983872bb7be330c88/,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.05,0.01,0.01
159,«Агентство социальной информации»,Некоммерческие организации,2016,СО,/download/cf351e4b7b22360361a4a5a4b684a136/,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.0,0.03,0.02,0.01,0.01,0.02,0.02,0.03,0.0,0.02,0.03,0.02,0.02,0.0,0.02,0.04,0.02,0.01
160,«Агентство социальной информации»,Некоммерческие организации,2015,СО,/download/9097fb56fecfce78dded1c49e481ac20/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.0,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.03,0.01,0.01
161,«Агентство социальной информации»,Некоммерческие организации,2014,СО,/download/0b62c6cd0f56578c346f8ecce965fe40/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.01
162,«Агентство социальной информации»,Некоммерческие организации,2013,СО,/download/8ed6774de1275b495edd5c9b57294991/,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.0,0.01,0.02,0.02,0.02,0.01,0.02,0.04,0.01,0.01
165,«Агентство социальной информации»,Некоммерческие организации,2010,СО,/download/5ea3bfe0587438c66ffe161c69f25194/,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.02,0.02,0.01,0.02,0.0,0.02,0.04,0.01,0.01
168,«Агентство социальной информации»,Некоммерческие организации,"2007, 2006, 2005, 2004",СО,/download/6b1581ceaf5827244e2588cda88ff3f0/,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.02,0.0,0.02,0.04,0.02,0.01
169,АКБ «Алмазэргиэнбанк»,Финансы и страхование,2020,ОУР,/download/0224b2e85fb8867e7a0d585d6fca4361/,0.02,0.02,0.01,0.0,0.02,0.01,0.02,0.02,0.05,0.01,0.03,0.03,0.02,0.02,0.04,0.05,0.04,0.03,0.03,0.06,0.03,0.04,0.01,0.04,0.04,0.06,0.04
170,АО «Альфа-банк»,Финансы и страхование,2018,СО,/download/7ea000f4f570465558f195e48835a43f/,0.02,0.02,0.01,0.0,0.02,0.01,0.01,0.01,0.03,0.0,0.1,0.04,0.01,0.01,0.03,0.02,0.03,0.02,0.02,0.05,0.02,0.04,0.01,0.04,0.04,0.03,0.03
171,АО «Альфа-банк»,Финансы и страхование,2017,СО,/download/cb291df769b82ab56af772caac4f3c19/,0.02,0.02,0.0,0.0,0.03,0.01,0.01,0.02,0.03,0.0,0.12,0.04,0.01,0.03,0.03,0.03,0.05,0.01,0.02,0.06,0.02,0.05,0.01,0.04,0.04,0.04,0.03
172,АО «Альфа-банк»,Финансы и страхование,2016,СО,/download/2a604e635c3f301ea97553d471f32792/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.0,0.11,0.04,0.01,0.03,0.03,0.04,0.04,0.01,0.02,0.05,0.02,0.05,0.01,0.04,0.04,0.04,0.03
173,АО «Альфа-банк»,Финансы и страхование,2015,СО,/download/9a0729051e6192a0d75d0b9e20264c3e/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.02,0.03,0.0,0.09,0.04,0.01,0.03,0.04,0.03,0.05,0.01,0.03,0.06,0.03,0.04,0.02,0.05,0.05,0.04,0.04
174,АО «Альфа-банк»,Финансы и страхование,2014,СО,/download/1151f5033108ffdf5ef40cb6739aeef2/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.0,0.1,0.04,0.01,0.03,0.04,0.02,0.05,0.02,0.03,0.06,0.02,0.05,0.01,0.05,0.05,0.04,0.03
175,АО «Альфа-банк»,Финансы и страхование,2013,СО,/download/39354a8e081da559153c241f2205b8b9/,0.02,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.0,0.1,0.04,0.01,0.03,0.05,0.03,0.05,0.02,0.03,0.06,0.02,0.05,0.01,0.05,0.05,0.04,0.03
176,АО «Альфа-банк»,Финансы и страхование,2012,СО,/download/3e98ce3be99da0dfd2de570b6f632830/,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.05,0.03,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.04,0.01,0.03,0.02,0.02,0.03
177,АО «Альфа-банк»,Финансы и страхование,2011,СО,/download/8b2e872a208890110d602f74432523d0/,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.03,0.0,0.1,0.04,0.01,0.03,0.04,0.02,0.05,0.01,0.02,0.06,0.02,0.04,0.01,0.05,0.04,0.04,0.03
178,АО «Альфа-банк»,Финансы и страхование,2010,СО,/download/e6cc2501afbf82b4bda33eb641437b9d/,0.01,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.0,0.11,0.04,0.01,0.03,0.03,0.02,0.04,0.02,0.02,0.05,0.02,0.05,0.02,0.05,0.04,0.03,0.03
179,АО «Альфа-банк»,Финансы и страхование,2009,СО,/download/5a789bafa55ae8596687a95511723b59/,0.02,0.02,0.0,0.0,0.02,0.01,0.01,0.01,0.03,0.0,0.12,0.04,0.01,0.03,0.05,0.02,0.05,0.02,0.03,0.06,0.02,0.05,0.01,0.05,0.05,0.04,0.03
