,компания,сектор,год,тип отчета,ссылка на отчет
1020,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2020,ИО,/download/3c5b65cdc29d28911a0741459dd7dc62/
1021,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2019,ОУР,/download/e6bdf8be43b571d0538685f18f32def3/
1022,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2018,ОУР,/download/c25e382ff59ec51f1ddfcbbcf3087ad5/
1023,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2017,ОУР,/download/3022eaf42bf0cb78f0b1243bbf384cc5/
1024,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2016,ОУР,/download/49b0c330f12508d9085d4ea77c718731/
1025,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2011,СО,/download/a6daf85824b97031e31e5b000e868766/
1026,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2010,СО,/download/bec474b7feae3482e6bcfbdc15697d0a/
1027,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2009,СО,/download/b0b812fe13f860f071e209264b036fd0/
1028,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2008,СО,/download/36507183f3ec0fd3ac37fb96a76c9259/
1029,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2007,СО,/download/9d76ebe0a74feeb56b46e43e0f7b5c28/
1030,ПАО «СИБУР-Холдинг»,"Химическая, нефтехимическая, парфюмерная",2006,СО,/download/c3de562292850333a25d208c4b10de30/
1031,АО «СУЭК»,Металлургическая и горнодобывающая,2021,ИО,/download/376bd62da74978526c8d72ac2d62e012/
1032,АО «СУЭК»,Металлургическая и горнодобывающая,"2021, 2020",ОУР,/download/10c0a9391ef9a3bccc080e6fff0e1fee/
1033,АО «СУЭК»,Металлургическая и горнодобывающая,2020,ИО,/download/794e458277f1ef29458c011477283f43/
1034,АО «СУЭК»,Металлургическая и горнодобывающая,2019,ИО,/download/a86d473c3356ddb97d4d559f80a14deb/
1035,АО «СУЭК»,Металлургическая и горнодобывающая,"2019, 2018",ОУР,/download/be2fb6a0a0052b4c0ad75fb73c7100a1/
1036,АО «СУЭК»,Металлургическая и горнодобывающая,2017,ОУР,/download/f0d8bc1ffbdb9fbe2cdf369b552d2f32/
1037,АО «СУЭК»,Металлургическая и горнодобывающая,2016,ОУР,/download/d953868885b8449f296220ec08954137/
1038,АО «СУЭК»,Металлургическая и горнодобывающая,2015,ОУР,/download/aa1494fa094f9b284b741c1a44b15b65/
1039,АО «СУЭК»,Металлургическая и горнодобывающая,2014,ОУР,/download/163a4e11b93b1fa5257e6fe449a88b65/
1040,АО «СУЭК»,Металлургическая и горнодобывающая,2013,СО,/download/b9bed24f92175a060c59f25455e2b196/
1041,АО «СУЭК»,Металлургическая и горнодобывающая,"2012, 2011",СО,/download/06dc9f2482cd54d297832e2110d35887/
1042,АО «СУЭК»,Металлургическая и горнодобывающая,"2010, 2009",ОУР,/download/349f2a0d603e96e7fb28ca09074614c6/
1043,АО «СУЭК»,Металлургическая и горнодобывающая,"2008, 2007",ОУР,/download/b26e6939089c1fd24b657b9cb8e331ba/
1044,АО «СУЭК»,Металлургическая и горнодобывающая,2006,СО,/download/ca80ebcd9aa366c0b9e2e39aff84c9f6/
1045,АО «СУЭК»,Металлургическая и горнодобывающая,"2005, 2004, 2003, 2002, 2001",СО,/download/91c66be17e9eb18dfd68010e38dc7037/
1046,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2021,ЭО,/download/21ec1c0b37ff2bca878c8ec2fb4316af/
1047,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2020,ЭО,/download/de24c32cd8fcd6e7cda86a038e4d98b4/
1048,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2019,ЭО,/download/10c5a1f4bbdbcb8f6b379b2c98160348/
1049,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2018,ЭО,/download/8f34ca84de5509534c6909e053f90a50/
1050,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2017,ИО,/download/d02689ce949f64513f1ba6a740e1bcaa/
1051,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2017,СО,/download/ac2c84c4cf02d661d5e046ec5dfd2d7a/
1052,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2016,ИО,/download/00ba51af2f7f2fbfae4ae0c0bc3a5cb4/
1053,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2016,ЭО,/download/0dfe6da74ec610fa8231cdac36801f7d/
1054,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2015,ИО,/download/d78900363212e2b501a63208d77363be/
1055,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2015,ЭО,/download/174ed1fe9f9603e9e4b9743c1f1ebbf9/
1056,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2014,ИО,/download/c2b48004d42a6890c0d91130eaa1f256/
1057,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2013,ИО,/download/8522b2894abed625fdd72a4cf422871b/
1058,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2012,ИО,/download/f0c4e761a8535c7afb8b0b2d8cdc7baa/
1059,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2011,ИО,/download/b1d76ff8519ac44cf2ab961a43eaddba/
1060,АО «СХК»,"Химическая, нефтехимическая, парфюмерная",2010,ИО,/download/2eac142124de1f63cb0ab54cfb503a44/
1061,ГК Санофи-Россия,Здравоохранение и спорт,2014,СО,/download/58d8f8e5078a4c12f60d182408b5cb61/
1062,ГК Санофи-Россия,Здравоохранение и спорт,2013,СО,/download/021e07b7de25a2e05ddc77016bbddf35/
1063,ГК Санофи-Россия,Здравоохранение и спорт,2012,СО,/download/36cf66002729fa73036c6e411b606add/
1064,«Сахалин Энерджи»,Нефтегазовая,2021,ОУР,/download/87c9d33c8543db8b5f193df8afe82324/
1065,«Сахалин Энерджи»,Нефтегазовая,2020,ОУР,/download/3595cc57562055f970bc51a95fa00b2d/
1066,«Сахалин Энерджи»,Нефтегазовая,2019,ОУР,/download/7ec7d045ff4fed33b0e8369555f82f20/
1067,«Сахалин Энерджи»,Нефтегазовая,2018,ОУР,/download/d0acfa4368c8cdc765f3e4567f479b12/
1068,«Сахалин Энерджи»,Нефтегазовая,2017,ОУР,/download/888851b516169b3560b373a2c71b260c/
1069,«Сахалин Энерджи»,Нефтегазовая,2016,ОУР,/download/df5fea877ec10cb01ffb529f0d97c803/
1070,«Сахалин Энерджи»,Нефтегазовая,2015,ОУР,/download/31b94d324a82b16e53671ff527971f43/
1071,«Сахалин Энерджи»,Нефтегазовая,2014,ОУР,/download/f97665d35aa6b795707f80ea8d7c8463/
1072,«Сахалин Энерджи»,Нефтегазовая,2013,ОУР,/download/b3f30f5c4fe813cf37822b98ad193a4c/
1073,«Сахалин Энерджи»,Нефтегазовая,2012,ОУР,/download/c231bc35ae0b9b14b457fa1c039ea43e/
1074,«Сахалин Энерджи»,Нефтегазовая,2011,ОУР,/download/87bad820e17e5853a5d8dbc019b8dcf1/
1075,«Сахалин Энерджи»,Нефтегазовая,2010,ОУР,/download/818835573ecc25f595ce53063a60091a/
1076,«Сахалин Энерджи»,Нефтегазовая,2009,ОУР,/download/fdcfed18c66aa3f2425902000ec200e4/
1077,ПАО «Сбербанк России» ,Финансы и страхование,2021,ОУР,/download/d4ec4daa936aec9355a2c1bd170134e3/
1078,ПАО «Сбербанк России» ,Финансы и страхование,2020,ИО,/download/9ae2099e2ed64af0c2f294818204d7c7/
1079,ПАО «Сбербанк России» ,Финансы и страхование,2019,ИО,/download/a683c4b0bca1062d8e74e8b654190d95/
1080,ПАО «Сбербанк России» ,Финансы и страхование,2018,ИО,/download/a7a0e217e482cd66a36ba1a0d55f57fe/
1081,ПАО «Сбербанк России» ,Финансы и страхование,2017,ИО,/download/bf93ad5fac4aa45d00dc3631b02ea0f4/
1082,ПАО «Сбербанк России» ,Финансы и страхование,2016,ИО,/download/d2e7534788b77f3a94077786e0146129/
1083,ПАО «Сбербанк России» ,Финансы и страхование,2015,СО,/download/b5c02844c417e2335973957de814f849/
1084,ПАО «Сбербанк России» ,Финансы и страхование,2014,СО,/download/dacdefb3ae9cf2fbe1faa819491a453a/
1085,ПАО «Сбербанк России» ,Финансы и страхование,2013,СО,/download/a4ea0217e941d68978f38be8f05f76b3/
1086,ПАО «Сбербанк России» ,Финансы и страхование,2012,СО,/download/0e39307a4c424d812326fd7332a2f94a/
1087,ПАО «Сбербанк России» ,Финансы и страхование,2011,СО,/download/440ab609f9ac62d9928744e168f1a833/
1088,ПАО «Сбербанк России» ,Финансы и страхование,2010,СО,/download/42b5dfbe38d1b64788a3ad5f8b6816ba/
1089,ОАО «Севернефтегазпром»,Нефтегазовая,2021,ИО,/download/b596557367cb9167d0e4383a67eeeb87/
1090,ОАО «Севернефтегазпром»,Нефтегазовая,2020,ИО,/download/005eedf697a1ee8ecd7b1146b2b7f3e5/
1091,ОАО «Севернефтегазпром»,Нефтегазовая,2019,ЭО,/download/e2b6eb1f11651a304251f6906e72aadc/
1092,ОАО «Севернефтегазпром»,Нефтегазовая,2019,ИО,/download/bb1db0006f679ccff4f1d822ef4256b9/
1093,ОАО «Севернефтегазпром»,Нефтегазовая,2018,ЭО,/download/ebd0dc0cdd893cb2ee8d6a120983b10b/
1094,ОАО «Севернефтегазпром»,Нефтегазовая,2018,ИО,/download/78173c8bf82141bed6df58546a1b63c2/
1095,ОАО «Севернефтегазпром»,Нефтегазовая,2017,ЭО,/download/99b04e5f056d177de9782108a8a32c37/
1096,ОАО «Севернефтегазпром»,Нефтегазовая,2017,ИО,/download/38b12ccb24da526b566d0e12e23c264e/
1097,ОАО «Севернефтегазпром»,Нефтегазовая,2016,ИО,/download/183e5a9510e34af576d71b068e017c67/
1098,ОАО «Севернефтегазпром»,Нефтегазовая,2015,ИО,/download/aa7026ab50eb3b9d6958657be96b4286/
1099,ОАО «Севернефтегазпром»,Нефтегазовая,2014,ЭО,/download/2db385c8a99455349e3d865b3c0ed68f/
1100,ОАО «Севернефтегазпром»,Нефтегазовая,2013,ЭО,/download/263b0b04375aa133b0f425083e2967a1/
1101,ОАО «Севернефтегазпром»,Нефтегазовая,2012,ЭО,/download/a00a2d5a7fc4e47e421a2d7ad1aeec5e/
1102,МРФ «Северо-Запад» (Ростелеком),Телекоммуникационная и связь,"2008, 2007",ОУР,/download/acfe2424608df11fb336ac4f2236e7b2/
1103,ПАО «Северсталь»,Металлургическая и горнодобывающая,2021,ОУР,/download/4f81d2bbfa89029a7517772c93945e1c/
1104,ПАО «Северсталь»,Металлургическая и горнодобывающая,2020,ОУР,/download/b7bf17994c4e3ff11489f96cfc5ca3b1/
1105,ПАО «Северсталь»,Металлургическая и горнодобывающая,2019,ОУР,/download/cc2e63ee7cf7124e2d5266608ca09826/
1106,ПАО «Северсталь»,Металлургическая и горнодобывающая,2018,ОУР,/download/56dcf4fe702ecf77c26f4204d9164831/
1107,ПАО «Северсталь»,Металлургическая и горнодобывающая,2017,ОУР,/download/8f44e34ce1b2cc0038a11dbf8512c630/
1108,ПАО «Северсталь»,Металлургическая и горнодобывающая,2016,ОУР,/download/810ea92c0a164164487f48f3e1caa3fe/
1109,ПАО «Северсталь»,Металлургическая и горнодобывающая,2015,ОУР,/download/1869795b372ffa895531662c93a9f112/
1110,ПАО «Северсталь»,Металлургическая и горнодобывающая,2014,ОУР,/download/f0d6a7dcd6a5d53b37f98de8dca7235a/
1111,ПАО «Северсталь»,Металлургическая и горнодобывающая,2013,ОУР,/download/6ef7e3c9ba834e0e72a28de148c58adf/
1112,ПАО «Северсталь»,Металлургическая и горнодобывающая,2012,ОУР,/download/7980c85e11bc8c4b606fea3513d39195/
1113,ПАО «Северсталь»,Металлургическая и горнодобывающая,2011,СО,/download/a56c28bb7bfc5760c27bee99c1f6e98b/
1114,ПАО «Северсталь»,Металлургическая и горнодобывающая,2010,СО,/download/c0de1fe94ca384743be4324fce328c75/
1115,ПАО «Северсталь»,Металлургическая и горнодобывающая,"2006, 2005, 2004",СО,/download/eafd5dcad3a7e5e74dcae630d5923004/
1116,АО «Сетевая компания»,Энергетика,2021,ИО,/download/332e89354a90e6ccb538e75acc5c52bb/
1117,АО «Сетевая компания»,Энергетика,2020,ИО,/download/273528f6c00f764c5f8720a6d908c555/
1118,АО «Сетевая компания»,Энергетика,2019,ИО,/download/5cfa77696e677a7d0146605c655fa937/
1119,АО «Сетевая компания»,Энергетика,2018,ОУР,/download/c2357da5b8389837a7be6c8b0d0ff9d4/
1120,АО «Сетевая компания»,Энергетика,2017,ОУР,/download/6b7554a65fe8ba71d5955f92d9bce302/
1121,АО «Сетевая компания»,Энергетика,2016,ОУР,/download/e84351e9a6dec693df2431f93b78b374/
1122,АО «Сетевая компания»,Энергетика,2015,ОУР,/download/f582f25b981036171568584f50971ddb/
1123,АО «Сетевая компания»,Энергетика,2014,ОУР,/download/4fe22b5f631ef56c3fb66613059c4bf2/
1124,БФ «Система»,Некоммерческие организации,2021,СО,/download/44cf6b555c9a653a9dba78b85d014bb8/
1125,АФК «Система»,Финансы и страхование,2021,ОУР,/download/604dca0153bbada9456a7731b4832087/
1126,БФ «Система»,Некоммерческие организации,2020,СО,/download/4a7ee132d252a2132324d7471e5b2c0e/
1127,АФК «Система»,Финансы и страхование,2020,ОУР,/download/9f62aa158dc797879d846a9b2938329c/
1128,БФ «Система»,Некоммерческие организации,2019,СО,/download/56d4626be0b868f74b76bb1fea840b3c/
1129,АФК «Система»,Финансы и страхование,2019,ОУР,/download/cb21dbfbdc5de11396129758f3c6ae0a/
1130,АФК «Система»,Финансы и страхование,2018,ИО,/download/32a82ff70e1883778529e184851fbefa/
1131,АФК «Система»,Финансы и страхование,2018,ОУР,/download/19d2cd97e29b2420e2a1b8391ac4b522/
1132,БФ «Система»,Некоммерческие организации,2018,СО,/download/533e44f26e10fbc66ba3d1fe6fe42a4b/
1133,БФ «Система»,Некоммерческие организации,2017,СО,/download/1b66646aa757f0198d9a9c7b8d7cbff7/
1134,АФК «Система»,Финансы и страхование,2017,ОУР,/download/d5d82b9de965e1823f6fb19c8aff5b83/
1135,БФ «Система»,Некоммерческие организации,2016,СО,/download/b7460f12ade355f36a0f3565ce40aaa8/
1136,АФК «Система»,Финансы и страхование,2016,ОУР,/download/8c3518af79417d5ce58f2614a7dfd046/
1137,АФК «Система»,Финансы и страхование,2015,ОУР,/download/b62c46b5724e24c12c8c512d091624d0/
1138,БФ «Система»,Некоммерческие организации,2015,СО,/download/af5585e09c0502eb343d79e593c4be45/
1139,АФК «Система»,Финансы и страхование,2014,ОУР,/download/e4d96c724bf264e73d3f5fd521639c42/
1140,АФК «Система»,Финансы и страхование,"2013, 2012",ОУР,/download/887d501e1ef8d90d330d90dfaeba25c1/
1141,АФК «Система»,Финансы и страхование,"2011, 2010",СО,/download/9e624701136536f52c74886c738689a6/
1142,АФК «Система»,Финансы и страхование,2008,СО,/download/d785f9654e9ce1aeb7ece835eeb7d0a2/
1143,АФК «Система»,Финансы и страхование,2006,СО,/download/f5ce74a6b3517f1fad09052b7eabbd9e/
1144,ЗАО КБ «Ситибанк»,Финансы и страхование,2011,ИО,/download/b79698d42e1bd08a988210c66c9b0397/
1145,ЗАО КБ «Ситибанк»,Финансы и страхование,2010,СО,/download/8477dbed54a7cd27b4174abc7b4a498c/
1146,ЗАО КБ «Ситибанк»,Финансы и страхование,2009,СО,/download/43be367b8fad0d000aa592b2cadd47c0/
1147,ЗАО КБ «Ситибанк»,Финансы и страхование,"2008, 2007",СО,/download/efd39488314bd6bc30c4a95161de2239/
1148,ОАО «Ситроникс»,Телекоммуникационная и связь,2012,СО,/download/e0bb150a55e870bb02422a168f82c353/
1149,ОАО «Ситроникс»,Телекоммуникационная и связь,2011,СО,/download/8840a231772cec25787351de4a49a02d/
1150,ОАО «Ситроникс»,Телекоммуникационная и связь,2009,СО,/download/80b1788684a39d2dd265db6d775bc8f0/
1151,ОАО «Ситроникс»,Телекоммуникационная и связь,2008,СО,/download/e4ae470db3935655e4758ccb92ae201e/
1152,ОАО КБ «Солидарность»,Финансы и страхование,2009,СО,/download/c308304e84ba9ea931d2c747e71c112f/
1153,ОАО КБ «Солидарность»,Финансы и страхование,2008,СО,/download/13d91c8f1f0c572859d39c57a6fe6236/
1154,ОАО КБ «Солидарность»,Финансы и страхование,2005,СО,/download/7ebfe33536c822bab2e329e352894d30/
1155,Союз российских пивоваров,Отраслевые отчеты,2010,СО,/download/3931a7385472f772a1fa7e6bea612af1/
1156,Союз российских пивоваров,Отраслевые отчеты,2009,СО,/download/5b0e48d49629c65e939978893059bf1f/
1157,Союз российских пивоваров,Отраслевые отчеты,2008,СО,/download/0f9db57dd31a7950a9045e02c4de4f79/
1158,Союз российских пивоваров,Отраслевые отчеты,2007,СО,/download/02248562a3744c73ade4c67455405eab/
1159,Союз российских пивоваров,Отраслевые отчеты,2006,СО,/download/0a21a437e9b09d38062cd6e61143e106/
1160,Союз российских пивоваров,Отраслевые отчеты,2005,СО,/download/b2626ead23e7761d7000234839067c73/
1161,Союз российских пивоваров,Отраслевые отчеты,"2004, 2003, 2002, 2001, 2000",СО,/download/65f349e1a32b71ce13f91b92d6c48b55/
1162,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2017,ИО,/download/889d0831067482e523734b29bcbc20aa/
1163,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2016,ИО,/download/eb71cf21c6a6f879d71d23079175614e/
1164,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2015,ИО,/download/44a742889bbb3bfd6618ad853a7ba1b6/
1165,АО «Специализированный научно-исследовательский институт приборостроения»,Производство машин и оборудования,2014,ИО,/download/68c797486819e8eb4deb14b6c5ceaf40/
1166,ОАО «Сургутнефтегаз»,Нефтегазовая,2021,ЭО,/download/97b81d06ef0a96c2098e17946227b351/
1167,ОАО «Сургутнефтегаз»,Нефтегазовая,2020,ЭО,/download/ddb2f6546d43112e1a95066014a4f3a2/
1168,ОАО «Сургутнефтегаз»,Нефтегазовая,2019,ЭО,/download/361df26526f16e84e622a43c9e7ddfbb/
1169,ОАО «Сургутнефтегаз»,Нефтегазовая,2018,ЭО,/download/341947dbcb8bec0255c15d0a09e18dbe/
1170,ОАО «Сургутнефтегаз»,Нефтегазовая,2017,ЭО,/download/5b7f8b629bc47feec0da74bc55c9227b/
1171,ОАО «Сургутнефтегаз»,Нефтегазовая,2016,ЭО,/download/30f1df91e97a3a835b025e51653e5ea5/
1172,ОАО «Сургутнефтегаз»,Нефтегазовая,2015,ЭО,/download/cda63ec6e0b699081af5324f0d5ec49c/
1173,ОАО «Сургутнефтегаз»,Нефтегазовая,2014,ЭО,/download/9165c124087cc82c4eef1c21d42ded2c/
1174,ОАО «Сургутнефтегаз»,Нефтегазовая,2013,ЭО,/download/2f18e129319c6ccb84c48f96302d4adc/
1175,ОАО «Сургутнефтегаз»,Нефтегазовая,2012,ЭО,/download/d3c1f1487c65910ac49ca6e67534bb19/
1176,ОАО «Сургутнефтегаз»,Нефтегазовая,2011,ЭО,/download/a7ffb2a2eec7bb23a3370ed8babfe301/
1177,АО «ТВЭЛ»,Энергетика,2018,ИО,/download/44867c87b3a471d06b410fd6047535e4/
1178,АО «ТВЭЛ»,Энергетика,2017,ИО,/download/b37ff567066c6be8c2ba53275069d3fc/
1179,АО «ТВЭЛ»,Энергетика,2016,ИО,/download/3dd08eacfcc82ec938a0898b87136443/
1180,АО «ТВЭЛ»,Энергетика,2015,ИО,/download/d0371768c1a39da7e7a0ed36f8da55c5/
1181,АО «ТВЭЛ»,Энергетика,2014,ИО,/download/1dd86d19a5b6bff302d1006c9b675b46/
1182,АО «ТВЭЛ»,Энергетика,2013,ИО,/download/062e4b4529fde1eae13c8ca6819a89cc/
1183,АО «ТВЭЛ»,Энергетика,2012,ИО,/download/79eeb0b6751ecbab56ef7086d9b58d2c/
1184,АО «ТВЭЛ»,Энергетика,2011,ИО,/download/d83a26efce93e28d4d1ebb3619993e43/
1185,АО «ТВЭЛ»,Энергетика,2010,ИО,/download/a1dddc26efb9ce55d4031f58490f464f/
1186,АО «ТВЭЛ»,Энергетика,2009,ИО,/download/af662c342a8b2caa8520835a8ede0738/
1187,ОАО «ТГК-1»,Энергетика,2006,СО,/download/423cad4f08bf900cd7d46a0a4bf442cb/
1188,ОАО «ТГК-2»,Энергетика,2007,СО,/download/59680f966dbf524b1d191121b4fa9c25/
1189,ОАО «ТГК-2»,Энергетика,2006,СО,/download/483b709b072ddac734cb0e4a72e1971f/
1190,ОАО «ТГК-5»,Энергетика,2007,ОУР,/download/6c5b0b414c9cfd39a4c8b85f242f4f89/
1191,ОАО «ТГК-5»,Энергетика,"2006, 2005",СО,/download/b7db09cdf80d18acfaa8b26ee504f4c7/
1192,ОАО «ТГК-6»,Энергетика,2006,СО,/download/5db0d0320dcd98653baa8819346fa791/
1193,ОАО «ТГК-9»,Энергетика,2006,СО,/download/546db23fe281f856cd80994a6c88d680/
1194,ПАО «ТМК»,Металлургическая и горнодобывающая,2020,ИО,/download/cb755034e1eee9ec375647215abeae8a/
1195,ПАО «ТМК»,Металлургическая и горнодобывающая,2019,ИО,/download/eb2135c5e10dc8b1e31794e63922f9e6/
1196,ПАО «ТМК»,Металлургическая и горнодобывающая,2018,ИО,/download/cb2326dbebcb15f60eeeab015e8b001b/
1197,ПАО «ТМК»,Металлургическая и горнодобывающая,2017,ИО,/download/e18ef91523c1f2f34700501d372f0e7e/
1198,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2011,ОУР,/download/dc886a73e5e7aa359b43093913cfb60f/
1199,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2010,ОУР,/download/ecde25cdc91aad4db1a0b3e7d8052902/
1200,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2009,ОУР,/download/38e8963db552e7248023a3f688f78cec/
1201,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2008,ОУР,/download/f5d887c18cd4573174031386aa2fe0b7/
1202,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2006,СО,/download/a6b7dfa47e3bd78bdf6580dea739afc7/
1203,ОАО «ТНК BP-Холдинг»,Нефтегазовая,2005,СО,/download/ed963c83a83f917c116682598e588b68/
1204,ОАО «ТНК-ВР»,Некоммерческие организации,2010,-,/download/a0ade465a5f0ed98d1ef3a0d5a1d22d4/
1205,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2020,ОУР,/upload/uf/e29/nyn3y0m02j0i3wmhozhkavyfb4t11gh6/toaz_2020.html
1206,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2019,ОУР,/download/eece4d7bb60a5aa83d5984c0db1438ac/
1207,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2018,ОУР,/download/5214968394e55bbdd097653c06fd4191/
1208,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2017,ОУР,/download/ad525b0a4f2fa93bb3ca997bbb7d6070/
1209,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2016,ОУР,/download/9d551bcd7897dbd85d3419f47a1f7f97/
1210,ПАО «ТОАЗ»,"Химическая, нефтехимическая, парфюмерная",2015,ОУР,/download/1185b7ffac42290a9d78a8eea79477b6/
1211,«Такеда Россия»,"Образование, здравоохранение",2016,ОУР,/download/279bb929d48eded5cadbc09ba6a30fbe/
1212,ЗАО «Таманьнефтегаз»,Нефтегазовая,2011,ОУР,/download/19467a395758cf275984eedbf14c0795/
1213,ЗАО «Таманьнефтегаз»,Нефтегазовая,2010,ОУР,/download/28ce1cb1a8d410e2ca9880ab38ef440a/
1214,ЗАО «Таманьнефтегаз»,Нефтегазовая,2009,ОУР,/download/fef87723a3a7ba8acb3e518445f62ed2/
1215,ЗАО «Таманьнефтегаз»,Нефтегазовая,"2008, 2007",ОУР,/download/ad28cc54dcaf4f2dab520f1097e48155/
1216,ПАО «Татнефть»,Нефтегазовая,2021,ИО,/download/bb0b6da0150dadb4b86d33bff1d8c2d0/
1217,ПАО «Татнефть»,Нефтегазовая,2020,ИО,/download/4ac1988953f5efb4c9c93c36534c096c/
1218,ПАО «Татнефть»,Нефтегазовая,2019,ИО,/download/abc743256f444ddb97aba320a6a2a13c/
1219,ПАО «Татнефть»,Нефтегазовая,2018,ИО,/download/4a33984eea58000c4d2ece62a3b53c43/
1220,ПАО «Татнефть»,Нефтегазовая,2017,ИО,/download/acb2c77a5db0f928346b16875cab7211/
1221,ПАО «Татнефть»,Нефтегазовая,2016,ИО,/download/5d0e1bdd2ccd22c13b90d71d80bd59e8/
1222,ПАО «Татнефть»,Нефтегазовая,2015,ИО,/download/c763bdc43609fe65bc704891f6d9dd54/
1223,ПАО «Татнефть»,Нефтегазовая,2014,ОУР,/download/b9695a90117f01ec2fa56b6ae913d25d/
1224,ПАО «Татнефть»,Нефтегазовая,2013,ОУР,/download/43146e10bc7798d16261088a53505034/
1225,ПАО «Татнефть»,Нефтегазовая,2012,ОУР,/download/39e3e977e549df9dcb82e032d61307d1/
1226,ПАО «Татнефть»,Нефтегазовая,2011,ОУР,/download/c5b7ff9801ec0f65de58573b0118a593/
1227,ПАО «Татнефть»,Нефтегазовая,2010,ОУР,/download/2191768a5c4e499cb38b62b50229c756/
1228,ПАО «Татнефть»,Нефтегазовая,2009,ОУР,/download/355ad1dc92379d1a1624f3769d93d4b8/
1229,ПАО «Татнефть»,Нефтегазовая,2008,ОУР,/download/d15eddecc9c1b1757f34006865790553/
1230,ПАО «Татнефть»,Нефтегазовая,2007,ОУР,/download/f41b2028039e90efee9b08766240c185/
1231,ПАО «Татнефть»,Нефтегазовая,2006,ОУР,/download/b93ac96df2fc573eec63c3c694029cf5/
1232,ПАО «Татнефть»,Нефтегазовая,2005,ЭО,/download/551bfb03c3c89e66e494de87a949c437/
1233,ПАО «Татнефть»,Нефтегазовая,"2005, 2004, 2003, 2002, 2001, 2000",ЭО,/download/6627aa13b1c2a633fec19a95a434e687/
1234,ПАО «Татнефть»,Нефтегазовая,2004,СО,/download/6d07d4e4fc2188ca6ea8b71f82d7700c/
1235,Теле2,Телекоммуникационная и связь,2019,ОУР,/download/b757c1d18ff5f8898ad9e4904841a568/
1236,Теле2,Телекоммуникационная и связь,"2018, 2017",СО,/download/e46c80380ef0ecf57e4d3a8c54e8c561/
1237,Теле2,Телекоммуникационная и связь,"2016, 2015",СО,/download/3917fe49086c6451765d16e3b4de1ed8/
1238,Теле2,Телекоммуникационная и связь,"2012, 2011",СО,/download/55ebec3c90a6742d28102d099a11520c/
1239,АО «Техснабэкспорт»,Энергетика,2018,ИО,/download/469fd58943742ab3649f829fd301f5db/
1240,АО «Техснабэкспорт»,Энергетика,2017,ИО,/download/d390846ef1bfcc905f58c7de61f8ae97/
1241,АО «Техснабэкспорт»,Энергетика,2016,ИО,/download/88fab1a1d3e3799b276822fab4cef822/
1242,АО «Техснабэкспорт»,Энергетика,2015,ИО,/download/d2e4aa2c4030d8301be4c42867c47b9b/
1243,АО «Техснабэкспорт»,Энергетика,2014,ИО,/download/6cba726c5be1f6660bd57d497294e033/
1244,АО «Техснабэкспорт»,Энергетика,2013,ИО,/download/46b2372141150215a8eeb8ce7917c54f/
1245,АО «Техснабэкспорт»,Энергетика,2012,ИО,/download/c4a3c9519fa4a5087243f607d3503747/
1246,АО «Техснабэкспорт»,Энергетика,2011,ИО,/download/178406201d00c5a7a9a90090fc91d763/
